Zeitpunkt,Kanton,Ort,Höhe,Expo,Aktivität,Gef. Stufe,erfasst,verschüttet,gestorben
27/2/2016,BE,Lenk,2000,SW,1,(3),1,0,0
27/2/2016,OW,Engelberg,0,N,1,3,1,0,0
27/2/2016,SZ,Muotathal,1680,N,1,(3),1,0,1
27/2/2016,BE,Adelboden,2240,W,1,3,1,1,0
27/2/2016,VS,Evionnaz,2720,SE,1,(3),1,1,0
27/2/2016,SZ,Oberiberg,2080,N,1,2,3,0,0
27/2/2016,OW,Engelberg,1660,N,1,(3),4,0,0
28/2/2016,GL,Glarus Süd,2540,NE,1,3,1,0,0
28/2/2016,GR,Davos,2720,E,1,2,1,0,0
2/3/2016,UR,Sisikon,1835,NW,1,(3),1,0,0
3/3/2016,NW,Wolfenschiessen,2100,NE,2,3,1,0,0
4/3/2016,OW,Engelberg,1780,NW,2,(3),1,0,0
4/3/2016,VS,Vex,2310,E,2,3,1,0,0
5/3/2016,GR,Safiental,2110,E,1,3,3,2,0
5/3/2016,GR,Safiental,2660,SW,1,3,2,2,2
5/3/2016,VD,Ormont-Dessous,1920,N,2,3,2,0,0
6/3/2016,GR,Avers,2280,NW,3,3,2,1,0
6/3/2016,GR,Davos,1980,NW,2,(3),1,1,0
6/3/2016,VS,Evolène,2920,E,1,3,2,0,0
6/3/2016,GR,St. Moritz,2320,SE,2,3,1,0,0
6/3/2016,GR,Lohn (GR),2050,,1,3,5,0,0
6/3/2016,FR,Val-de-Charmey,1825,NW,1,3,1,0,0
6/3/2016,UR,Andermatt,2240,W,2,3,1,1,0
6/3/2016,GR,Silvaplana,2390,NW,2,3,1,1,0
7/3/2016,GR,Surses,2740,SE,1,3,1,0,0
8/3/2016,GR,Val Müstair,2660,N,1,3,1,0,0
10/3/2016,GR,Trimmis,2180,E,1,2,1,0,0
12/3/2016,GR,Davos,2520,NW,1,2,2,0,0
12/3/2016,VS,Evolène,3060,N,1,2,1,0,0
12/3/2016,GR,Trimmis,2100,NW,1,(2),3,0,0
12/3/2016,VS,Unterbäch,2750,NE,1,2,1,0,0
12/3/2016,VS,Anniviers,2800,SW,2,(2),1,0,0
13/3/2016,GR,Klosters-Serneus,1800,N,1,(2),1,0,0
17/3/2016,UR,Unterschächen,2290,NW,1,2,1,0,0
17/3/2016,VS,Martigny-Combe,2510,N,1,3,2,0,0
20/3/2016,GR,Luzein,2340,S,1,2,1,0,0
26/3/2016,BE,Lenk,1940,N,1,1↗︎2,1,0,1
26/3/2016,GR,Arosa,2640,NE,1,2,1,0,0
26/3/2016,GR,Bergün/Bravuogn,3380,NE,1,2,2,0,0
26/3/2016,GR,Ilanz/Glion,2750,SE,,2,1,0,0
26/3/2016,VS,Simplon,2400,SE,1,1↗︎2,1,1,0
26/3/2016,SZ,Oberiberg,2090,N,1,1↗︎2,1,0,0
27/3/2016,VS,Obergoms,2440,NE,1,2,1,1,1
27/3/2016,GR,Davos,2690,N,1,2,2,0,0
28/3/2016,VS,Bagnes,2580,NE,1,1↗︎2,1,0,0
28/3/2016,GL,Glarus Süd,2150,N,1,2,2,1,1
28/3/2016,GR,Bergün/Bravuogn,0,,1,2,1,0,0
3/4/2016,GR,Arosa,2280,E,2,1↗︎3,1,1,1
6/4/2016,VS,Fieschertal,3580,NW,1,2,1,0,0
9/4/2016,VS,Visperterminen,2990,NE,1,2,2,0,0
9/4/2016,VS,Ried-Brig,2880,N,1,3,1,0,0
10/4/2016,VS,Obergoms,2760,NW,1,2↗︎3,1,0,0
14/4/2016,TI,Bedretto,2600,NW,1,2,1,0,0
16/4/2016,GL,Glarus Süd,2640,E,1,2,2,1,0
16/4/2016,VS,Anniviers,2870,NW,1,2,2,0,0
17/4/2016,VS,Fieschertal,3340,NW,1,2,6,3,1
18/4/2016,VS,Evolène,3000,NE,1,3,1,0,0
19/4/2016,VS,Orsières,3100,N,2,3,2,1,1
20/4/2016,GR,Sils im Engadin/Segl,2810,NE,1,3,1,1,1
26/4/2016,VS,Simplon,2370,NW,1,(2),1,0,0
29/4/2016,VS,Naters,3680,SW,1,(2),2,1,1
30/4/2016,GR,Scuol,2970,NE,1,1,1,1,0
30/4/2016,SG,Mels,2800,NE,1,2,1,0,0
5/5/2016,GR,Flims,2900,E,1,2,1,1,1
21/5/2016,TI,Airolo,2940,NE,1,txt,3,0,0
21/5/2016,BE,Innertkirchen,3320,NE,1,txt,1,0,0
4/6/2016,VS,Zermatt,3120,N,2,-,2,0,0
4/7/2016,VS,Baltschieder,3440,E,1,-,2,0,1
9/7/2016,AI,Schwende,2305,SE,1,-,7,0,0
10/7/2016,GR,Samedan / (Pontresina?),3460,NW,1,-,5,0,0
15/10/2016,VS,Leukerbad,2990,N,1,txt,2,0,0
22/10/2016,GR,Davos,2520,NE,3,-,1,0,0
20/11/2016,VS,Saas-Fee,3155,NE,2,2,2,0,0
27/11/2016,VS,Simplon,3370,NW,1,3,3,1,0
4/12/2016,VS,Orsières,2350,NW,1,(2),2,0,0
23/12/2016,VS,Ried-Brig,2550,NW,1,2,3,1,0
26/12/2016,GR,Silvaplana,2410,N,1,1,1,0,0
3/1/2017,VS,Orsières,2180,W,1,1,1,0,0
6/1/2017,VS,Leytron,2508,E,1,3,1,1,1
7/1/2017,UR,Andermatt,2460,NW,2,3,5,1,1
11/1/2017,GR,Arosa,2400,NW,1,3,1,0,0
14/1/2017,BE,Diemtigen,2220,W,1,3,2,1,0
14/1/2017,SZ,Oberiberg,1710,E,2,3,1,1,0
15/1/2017,VS,Nendaz,2290,NW,2,3,1,1,0
15/1/2017,VS,Obergoms,2000,SW,1,3,1,0,0
15/1/2017,VS,Simplon,2300,E,1,3,1,0,0
17/1/2017,SO,Selzach,1390,N,1,(3),1,0,0
19/1/2017,VS,Anniviers,2775,NW,3,3,1,0,0
20/1/2017,VS,Riddes,2720,NW,2,3,1,0,0
20/1/2017,VS,Binn,2345,NE,1,3,5,2,0
21/1/2017,SZ,Oberiberg,2130,N,1,2,1,1,1
21/1/2017,VS,Nendaz,2840,N,2,3,2,0,0
22/1/2017,GL,Glarus Nord,2070,NE,1,3,1,1,0
22/1/2017,SZ,Muotathal,1800,NW,1,(3),1,0,0
22/1/2017,TI,Bedretto,2785,W,1,3,1,0,0
22/1/2017,VS,Naters,2735,SE,2,2,2,0,0
26/1/2017,GR,Klosters-Serneus,2450,W,1,3,1,0,0
28/1/2017,GR,Fideris,2155,NW,1,(2),1,0,0
28/1/2017,SG,Flums,1960,NW,1,(2),2,0,0
1/2/2017,GR,Arosa,2365,NE,2,4,1,0,0
2/2/2017,UR,Andermatt,2630,N,1,3,1,1,0
2/2/2017,SG,Vilters-Wangs,2340,NE,1,3,1,1,0
3/2/2017,GR,Avers,2280,NE,1,3,4,1,0
3/2/2017,GR,Samedan,2825,NW,2,3,1,0,0
3/2/2017,VS,Zermatt,3040,N,2,2,1,0,0
4/2/2017,TI,Airolo,1860,N,2,(3),1,1,0
4/2/2017,VS,Binn,2300,S,1,(3),3,1,1
5/2/2017,VS,Ried-Brig,2205,N,1,3,1,0,1
6/2/2017,GR,Avers,2080,E,1,3,1,0,0
8/2/2017,GR,Davos,2210,NW,1,3,1,0,0
9/2/2017,VS,Zermatt,3600,NW,2,3,1,0,0
9/2/2017,VS,Riddes,2500,W,2,3,3,0,0
10/2/2017,SZ,Riemenstalden,1920,NW,1,(3),2,0,0
11/2/2017,GR,Safiental,2490,N,1,3,2,0,0
12/2/2017,OW,Kerns,2400,N,1,2,1,0,0
12/2/2017,GR,Arosa,2155,NE,2,3,3,0,0
12/2/2017,SZ,Muotathal,2220,,1,3,1,0,0
12/2/2017,SZ,Muotathal,2220,,1,3,1,0,0
12/2/2017,SZ,Muotathal,1600,N,1,(3),1,0,0
12/2/2017,BE,Adelboden,2480,NW,1,3,5,0,0
13/2/2017,VS,Isérables,2440,NW,2,3,1,0,0
13/2/2017,GR,Mesocco,2500,NW,1,2,2,0,0
13/2/2017,UR,Andermatt,2490,N,2,2,5,4,0
19/2/2017,SG,Flums,2280,NE,1,2,1,0,0
22/2/2017,GR,Davos,2360,NE,1,2,1,0,0
22/2/2017,VS,Leukerbad,3590,S,1,(2),1,1,1
23/2/2017,GR,La Punt-Chamues-ch,2650,NE,1,2,1,0,0
25/2/2017,NW,Wolfenschiessen,2460,W,1,3,1,0,0
26/2/2017,GL,Glarus Süd,2400,NE,1,2,1,0,0
1/3/2017,GR,Scuol,2550,E,2,3,1,0,0
2/3/2017,VS,Anniviers,2300,NE,2,3,1,0,0
2/3/2017,GR,Obersaxen Mundaun,2273,N,2,3,2,1,1
3/3/2017,VS,Anniviers,2645,N,2,3,1,0,0
3/3/2017,VS,Anniviers,2345,N,2,3,1,0,0
3/3/2017,BE,Gsteig,1810,NE,2,3,1,0,0
3/3/2017,GR,Zuoz,2760,NE,1,3,1,1,0
4/3/2017,GR,Davos,2390,NE,1,3,1,0,0
5/3/2017,UR,Andermatt,2420,N,2,3,1,0,0
5/3/2017,GR,Arosa,2680,NW,2,3,2,0,0
7/3/2017,VS,Nendaz,2445,NE,2,3,2,1,0
7/3/2017,GR,Val Müstair,2290,NE,1,3,2,1,0
8/3/2017,VS,Saxon,2300,N,2,3,1,0,0
8/3/2017,VS,Kippel,3000,SW,2,3,1,0,0
10/3/2017,GR,Silvaplana,2625,W,2,3,1,0,0
10/3/2017,GR,Klosters-Serneus,2640,E,2,4,1,0,0
11/3/2017,VS,Anniviers,2800,SW,2,3,1,0,0
11/3/2017,VS,Bagnes,2150,S,2,(3),1,0,0
12/3/2017,GR,Surses,3125,SW,1,3,1,0,0
15/3/2017,GR,Disentis/Mustér,2120,SE,2,(2),2,0,0
16/3/2017,VS,Nendaz,2355,W,2,2,2,0,0
18/3/2017,GR,Avers,2455,W,1,2,2,0,0
21/3/2017,GR,Samedan,2600,W,1,2,1,0,0
25/3/2017,GR,Bregaglia,3050,SW,1,3,1,0,0
16/4/2017,BE,Innertkirchen,2350,NE,1,(3),2,1,0
20/4/2017,BE,Innertkirchen,2650,SE,1,3,1,0,0
20/4/2017,NW,Wolfenschiessen,2540,NE,1,3,2,1,0
21/4/2017,VS,Blatten,3160,SE,1,3,1,0,0
21/4/2017,GR,Davos,2710,N,1,2,1,0,0
21/4/2017,GR,Davos,2650,N,1,2,1,0,0
21/4/2017,BE,Lauterbrunnen,2750,NW,1,3,2,0,0
22/4/2017,BE,Rüschegg,2090,N,1,1,1,0,0
22/4/2017,BE,Rüschegg,2080,N,1,1,1,0,0
22/4/2017,GR,Davos,2900,N,1,2,1,0,0
22/4/2017,GR,Klosters-Serneus,3050,W,1,3,1,1,0
22/4/2017,GR,Davos,2970,N,1,2,2,0,0
22/4/2017,OW / (NW?),Engelberg / (Wolfenschiessen?),2550,N,2,3,1,0,0
29/4/2017,GR,Davos,2715,N,1,3,1,0,0
30/4/2017,GR,Davos,2460,NW,1,3,1,0,0
6/5/2017,VS,Blatten,3100,NW,1,2,1,0,0
13/5/2017,VS,Naters,3725,S,1,txt,2,0,0
20/5/2017,NW,Wolfenschiessen,2240,W,2,txt,1,0,0
24/5/2017,VS,Simplon,3010,NE,1,txt,1,0,0
2/8/2017,VS,Fieschertal,3920,NE,1,-,3,0,0
21/9/2017,BE,Grindelwald,3390,E,1,-,2,0,1
28/10/2017,VS,Anniviers,3360,NW,1,txt,1,0,0
14/11/2017,OW,Engelberg,2350,NW,2,3,1,1,1
19/11/2017,GR,Val Müstair,2180,NE,1,(2),2,0,0
3/12/2017,UR,Andermatt,2290,SE,1,2,1,0,0
8/12/2017,BE,Boltigen,1684,NE,1,(3),2,0,0
10/12/2017,VS,Leytron,1775,NE,2,(3),1,1,1
12/12/2017,VS,Saas-Fee,2220,NE,1,3,1,0,0
13/12/2017,UR,Hospental,2560,N,1,3,1,0,0
13/12/2017,GR,Churwalden,2010,NE,2,3,2,0,0
16/12/2017,SO,Selzach,1410,N,1,3,1,0,0
17/12/2017,GR,Celerina/Schlarigna,2490,E,2,3,1,0,0
17/12/2017,UR,Spiringen,1715,SE,2,3,1,0,0
21/12/2017,VS,Bagnes,3180,S,2,3,2,0,0
23/12/2017,VS,Anniviers,2890,SW,1,3,3,2,1
23/12/2017,GR,Jenaz,2315,NW,1,2,1,1,1
25/12/2017,VS,Naters,2795,E,1,2,1,1,1
27/12/2017,VS,Liddes,2184,NW,1,2,1,0,0
28/12/2017,TI,Acquarossa,2000,S,2,(4),1,0,0
28/12/2017,BE,Rüschegg,1950,NE,1,(3),2,0,0
28/12/2017,VS,Bourg-Saint-Pierre,2110,E,1,3,3,0,0
28/12/2017,GL,Glarus Süd,2190,E,1,3,2,0,0
29/12/2017,FR,Semsales,1656,N,1,(3),1,0,0
31/12/2017,GR,Tujetsch,2330,E,1,3,2,1,1
31/12/2017,VS,Fiesch,2270,SE,2,3,1,0,0
31/12/2017,GR,Zuoz,2730,SE,1,3,5,2,0
31/12/2017,BE,Kandersteg,2650,SW,1,(3),2,1,1
1/1/2018,VD,Ormont-Dessous,1867,N,1,(3),1,0,0
3/1/2018,VD,Lavey-Morcles,2700,NW,1,4,1,0,0
9/1/2018,GR,Davos,2300,SW,2,(3),1,0,0
18/1/2018,VS,Leytron,1760,E,2,(4),2,2,1
19/1/2018,VS,Nendaz,2420,SE,2,3,1,0,0
19/1/2018,GR,Arosa,2600,SE,2,3,1,0,0
19/1/2018,VS,Val-d’Illiez,0,NE,2,3,1,0,0
19/1/2018,SG,Quarten,1790,E,2,(4),2,0,0
19/1/2018,SG,Quarten,1640,NW,2,(4),2,0,0
19/1/2018,BE,St. Stephan,1748,N,1,(3),2,2,2
19/1/2018,VS,Crans-Montana,2020,SE,2,4,2,0,0
20/1/2018,VS,Hérémence,0,,2,3,1,0,0
20/1/2018,BE,Zweisimmen,1750,NE,2,3,1,1,0
23/1/2018,BE,Innertkirchen,2340,W,2,4,1,0,0
29/1/2018,VS,Chamoson,2420,SE,1,(2),2,0,0
13/2/2018,VD,Ormont-Dessous,2030,SE,1,3,3,0,0
14/2/2018,GR,Davos,2280,S,2,3,2,0,0
17/2/2018,GR,Luzein,2150,SE,1,(3),3,0,0
17/2/2018,GR,Klosters-Serneus,2545,S,1,3,1,0,0
17/2/2018,GR,Valsot,2400,NE,1,3,1,1,1
18/2/2018,VS,Nendaz,2900,E,2,3,1,0,0
18/2/2018,VS,Saint-Martin (VS),0,,1,3,1,0,0
18/2/2018,VS,Mont-Noble,2405,SE,1,3,1,0,0
18/2/2018,VS,Blatten,3030,S,1,3,1,0,0
18/2/2018,GR,Davos,2790,SW,1,(3),1,1,0
18/2/2018,VS,Orsières,3380,SE,1,3,1,1,0
18/2/2018,VS,Salvan,2550,SE,1,3,2,0,0
19/2/2018,VS,Naters,3020,SE,2,3,1,0,0
19/2/2018,GR,Davos,2575,S,2,3,1,1,0
20/2/2018,VS,Bagnes,3010,N,1,3,1,0,0
22/2/2018,GR,Davos,2855,W,1,2,2,0,0
23/2/2018,VS,Guttet-Feschel,2900,S,1,(2),1,0,0
23/2/2018,BE,Diemtigen,2300,NW,1,2,2,0,0
24/2/2018,VS,Leukerbad / Guttet-Feschel / Albinen,0,,1,2,1,0,0
24/2/2018,BE,Lauenen,2525,N,1,2,1,1,1
24/2/2018,OW / BE,Engelberg / Innertkirchen,0,,1,2,1,1,0
24/2/2018,VS,Nendaz,2710,NW,1,2,1,0,0
24/2/2018,VS,Savièse,2640,S,1,2,1,0,0
24/2/2018,GR,Klosters-Serneus,2510,N,1,2,1,0,0
24/2/2018,VS,Val-d’Illiez,0,,1,2,1,0,0
24/2/2018,VS,Oberems,2850,SE,1,(2),1,0,0
24/2/2018,VD,Bex,2260,NW,1,2,1,0,0
24/2/2018,VS,Evolène,3500,W,1,2,4,2,1
1/3/2018,GR,Klosters-Serneus,2200,NE,2,2,1,0,0
1/3/2018,GR,Davos,2240,N,1,2,2,0,0
1/3/2018,VS,Orsières,2290,NW,1,3,2,2,2
2/3/2018,VD,Gingins,1455,E,1,2,1,0,0
3/3/2018,GR,Arosa / Lantsch/Lenz,0,,2,2,1,0,0
3/3/2018,VS,Nendaz,2090,,2,3,1,0,0
3/3/2018,UR,Isenthal,1920,N,1,2,1,0,0
3/3/2018,VS,Nendaz,2380,NE,2,3,1,0,0
3/3/2018,VS,Riddes,2410,N,2,3,4,0,0
4/3/2018,VS,Conthey,0,,1,3,1,0,0
4/3/2018,AI,Schwende,2140,N,1,2,2,0,0
4/3/2018,BE,Diemtigen,1915,NW,1,(3),1,0,0
4/3/2018,OW,Giswil,2015,NE,1,3,1,0,0
4/3/2018,SZ,Riemenstalden,1710,N,1,2,1,0,0
4/3/2018,VS,Bourg-Saint-Pierre,2175,W,1,3,1,0,0
4/3/2018,SG,Mels,2400,NE,1,2,1,0,0
4/3/2018,VS,Troistorrents / Monthey,1900,N,2,(3),3,0,0
4/3/2018,VS,Unterbäch / Bürchen,2790,NE,1,2,1,1,1
4/3/2018,VS,Bagnes,2410,NE,1,2,1,0,0
5/3/2018,GR,Trimmis,0,,1,2,1,0,0
7/3/2018,VS,Simplon,2180,NW,1,2,2,0,0
8/3/2018,VS,Vionnaz,1570,NE,1,(3),1,1,1
8/3/2018,BE,Oberwil im Simmental,2005,SE,1,2,2,0,0
8/3/2018,BE,Reichenbach im Kandertal,2095,NE,1,3,2,0,0
9/3/2018,UR,Andermatt,2800,SE,2,2,1,0,0
9/3/2018,VS,Termen,2480,SE,1,2,1,1,0
10/3/2018,GR,Thusis,2300,,1,3,1,0,0
11/3/2018,BE,Lauenen,2800,N,1,3,5,2,0
12/3/2018,GR,Surses,2670,NW,1,2,1,0,0
14/3/2018,GR,Samedan,2900,SW,1,3,1,0,0
14/3/2018,UR,Realp,2850,SE,1,3,1,0,0
14/3/2018,OW,Engelberg,0,,2,3,1,0,0
14/3/2018,VS,Evolène,2700,,1,3,1,0,0
14/3/2018,BE,Innertkirchen,1730,N,1,(3),1,1,0
16/3/2018,UR,Andermatt,2050,N,2,(3),1,0,0
16/3/2018,GR,Davos,2630,SE,1,2,1,0,0
16/3/2018,UR,Andermatt,2020,N,2,(3),1,0,0
16/3/2018,GR,Bergün Filisur,2300,NW,1,2,1,0,0
16/3/2018,VS,Bagnes,0,,1,3,1,0,0
16/3/2018,VS,Riddes,2285,SW,2,(3),6,5,4
20/3/2018,GR,Pontresina,2280,NE,1,3,2,0,0
21/3/2018,GR,Samedan,2850,SE,2,3,1,0,0
21/3/2018,VS,Evolène,2450,N,1,3,1,0,0
22/3/2018,BE,Hasliberg,2210,SE,2,2,1,1,0
22/3/2018,GR,Safiental,2860,E,1,3,1,0,0
23/3/2018,VS,Fieschertal / Goms,0,,1,3,1,0,0
23/3/2018,GR,Poschiavo,0,,1,3,1,0,0
24/3/2018,VS,Bourg-Saint-Pierre,2600,SE,1,2,1,1,0
24/3/2018,BE,Diemtigen,2200,S,1,(2),1,0,0
24/3/2018,GR,Davos,2415,N,2,2,1,0,0
24/3/2018,VS,Zermatt,0,,3,2,1,0,0
24/3/2018,GR,Surses,2010,NW,2,(3),1,0,0
24/3/2018,VS,Bagnes,3320,S,1,2,1,0,0
24/3/2018,BE,Rüschegg,1740,NW,1,(2),1,0,0
24/3/2018,VS,Zermatt,2360,SE,3,2,1,1,1
28/3/2018,GR,Schiers,2100,W,1,(2),1,0,0
30/3/2018,GR,Arosa,2600,W,2,3,1,0,0
30/3/2018,VS,Ferden,2840,SE,1,3,2,1,0
30/3/2018,SZ,Küssnacht (SZ),1800,N,1,2,1,0,0
31/3/2018,VS,Fiesch,2505,NW,1,3,5,5,3
1/4/2018,VS,Nendaz,2690,NE,2,3,1,0,0
1/4/2018,SZ,Küssnacht (SZ) / Arth,1760,N,1,(3),1,0,0
1/4/2018,GR,Pontresina,2550,NE,1,3,1,1,0
1/4/2018,GR,Val Müstair,2690,E,1,3,1,0,0
1/4/2018,GR,Vaz/Obervaz,2550,NW,2,3,1,0,0
2/4/2018,GR,Ilanz/Glion,2530,SW,2,3,1,1,0
2/4/2018,GR,Klosters-Serneus,2500,E,1,3,1,0,0
2/4/2018,TI,Lavizzara,2945,SE,1,3,3,2,0
2/4/2018,BE,Innertkirchen,2200,N,2,3,1,0,0
4/4/2018,GR,Surses,0,,1,3,1,0,0
5/4/2018,GR,Zernez,0,,1,3,1,0,0
5/4/2018,VS,Turtmann-Unterems,3100,W,1,2,1,0,0
5/4/2018,VS,Bagnes,2475,NW,2,2↗︎3,1,1,0
6/4/2018,GR,Arosa,0,,2,2↗︎3,1,0,0
6/4/2018,GR,Davos,2505,N,2,2↗︎3,1,0,0
6/4/2018,GR,Splügen,0,,1,3,2,0,0
7/4/2018,VS,Ried Brig,0,,1,2↗︎3,2,0,0
7/4/2018,GR,Zernez,0,,1,2↗︎3,2,0,0
8/4/2018,GR,Surses,2460,N,1,2↗︎3,1,0,0
9/4/2018,UR,Schattdorf / Bürglen (UR),0,,1,3,1,0,0
14/4/2018,UR,Andermatt,0,NE,2,3,1,0,0
21/4/2018,GR,Davos,2630,NE,1,1↗︎3,1,0,0
22/4/2018,GR,Bregaglia,3150,N,1,1↗︎3,2,0,0
30/4/2018,VS,Saas-Fee,3670,N,1,3,2,1,1
20/5/2018,UR,Spiringen,2090,SE,3,txt,4,0,0
3/6/2018,UR,Silenen,0,,1,-,1,0,0
10/6/2018,VS,Saas-Fee,4220,NE,1,-,1,1,1
20/6/2018,BE,Grindelwald,0,NE,1,-,1,0,0
24/11/2018,VS,Zermatt,2650,E,2,3,3,0,0
24/11/2018,VS,Zermatt,3350,N,2,3,1,0,0
24/11/2018,GR,Tujetsch,2660,N,1,3,1,0,0
25/11/2018,GR,Silvaplana,3100,SW,2,3,1,0,0
8/12/2018,GR,Celerina/Schlarigna,2630,NE,2,2,1,0,0
11/12/2018,VS,Nendaz,2550,NE,2,3,1,0,0
15/12/2018,VS,Nendaz,2980,NW,2,2,3,0,0
18/12/2018,VS,Orsières,2300,NW,,3,1,0,0
22/12/2018,TI,Bedretto,2600,N,1,3,1,0,0
22/12/2018,VS,Crans-Montana,2420,SW,2,3,1,0,0
22/12/2018,TI,Prato (Leventina),2660,S,1,3,1,0,0
25/12/2018,VS,Bellwald,2235,S,2,3,1,0,0
25/12/2018,VS,Zermatt,2530,N,2,3,1,1,0
26/12/2018,GR,Davos,2750,S,1,3,1,0,0
26/12/2018,VS,Anniviers,2670,E,2,3,1,0,0
26/12/2018,VS,Zermatt,2760,N,2,3,5,1,0
27/12/2018,GR,Davos,2700,NW,1,2,1,0,0
27/12/2018,GR,Luzein,2640,N,2,2,3,0,0
3/1/2019,SZ,Innerthal,2130,N,1,2,1,0,0
3/1/2019,GR,Davos,2590,S,1,3,2,0,0
3/1/2019,OW,Engelberg,1660,NE,1,(3),1,0,0
3/1/2019,UR,Unterschächen,2215,N,1,3,2,1,1
3/1/2019,GR,Davos,2770,SW,1,3,1,1,1
3/1/2019,SG,Flums,1940,NE,1,(3),1,1,1
3/1/2019,GR,Davos,2190,E,2,(3),2,0,0
3/1/2019,UR,Spiringen,2000,NW,2,3,2,1,0
4/1/2019,GR,Pontresina,2950,SE,1,2,1,0,0
4/1/2019,SG,Grabs,1800,NE,2,(3),1,0,0
4/1/2019,BE,Kandersteg,2580,E,1,2,1,0,0
6/1/2019,SG,Grabs,1725,E,2,(4),2,0,0
6/1/2019,GR,Medel (Lucmagn),2250,W,1,3,1,0,0
7/1/2019,GR,Vaz/Obervaz,2215,SE,2,3,1,0,0
10/1/2019,AI,Hundwil,1940,NW,34,4,3,1,0
11/1/2019,OW,Engelberg,2000,NW,2,3,1,0,0
11/1/2019,BE,Rüschegg,1945,N,1,3,1,0,0
11/1/2019,NW,Beckenried,2150,NE,1,3,1,0,0
12/1/2019,BE,Zweisimmen,1930,N,1,3,1,0,0
12/1/2019,BE,Lenk,2340,W,1,3,2,0,0
13/1/2019,BE,Adelboden,1830,N,,3,1,0,0
13/1/2019,GR,Medel (Lucmagn),2000,W,1,3,2,0,0
13/1/2019,GR,Zuoz,2245,NE,1,3,1,1,1
13/1/2019,BE,Zweisimmen,1850,N,,3,1,0,0
14/1/2019,FR,Jaun,1470,N,2,3,1,1,0
14/1/2019,VS,Val-d'Illiez,1985,S,2,4,2,1,1
14/1/2019,VS,Crans-Montana,2390,SE,3,4,2,0,0
15/1/2019,VS,Riddes,2500,,2,4,1,0,0
15/1/2019,SG,Flums,1615,NE,2,(4),3,1,0
15/1/2019,OW,Kerns,2050,N,2,4,2,0,0
15/1/2019,GL,Glarus Süd,2100,S,3,4,1,0,0
15/1/2019,VS,Nendaz,2700,E,2,4,2,0,0
15/1/2019,VS,Nendaz,2275,E,2,4,1,0,1
17/1/2019,VS,Trient,2123,SE,1,3,1,0,0
19/1/2019,NW,Wolfenschiessen,2230,NW,1,2,1,0,0
19/1/2019,FR,Plaffeien,1960,NW,1,3,1,0,0
19/1/2019,VS,Vouvry,2080,SE,1,3,1,1,0
19/1/2019,VD,Château-d'Oex,2170,S,1,(3),3,3,1
19/1/2019,VS,Bagnes,1970,E,1,(3),1,0,0
19/1/2019,FR,Val-de-Charmey,1720,N,1,(3),3,1,1
19/1/2019,GR,Lumnezia,2070,SW,1,(3),1,0,0
19/1/2019,FR,Val-de-Charmey,1710,NW,1,(3),1,0,0
26/1/2019,TI,Bedretto,2280,S,1,2,3,0,0
28/1/2019,SO,Selzach,1240,NE,1,(3),1,0,0
29/1/2019,SZ,Oberiberg,1670,N,2,3,1,0,0
30/1/2019,AR,Schönengrund,1200,NW,1,(3),1,0,0
30/1/2019,SZ,Oberiberg,1720,NW,1,3,1,0,0
2/2/2019,GR,Silvaplana,2475,SW,3,3,2,0,0
2/2/2019,GR,Scuol,2700,NE,3,3,3,0,0
2/2/2019,GR,Tschappina,2000,E,1,3,1,0,0
2/2/2019,GR,Mathon,2015,E,1,3,3,0,0
2/2/2019,GR,Vaz/Obervaz,2190,W,2,3,1,1,0
2/2/2019,BE,Diemtigen,1750,NW,1,3,2,1,1
3/2/2019,SZ,Oberiberg,1550,NW,2,(3),1,0,0
3/2/2019,SZ,Einsiedeln,1490,N,1,(3),4,2,0
3/2/2019,SZ,Muotathal,1000,N,3,(3),1,0,0
3/2/2019,SG,Mosnang,1265,NE,1,(3),1,1,0
4/2/2019,BE,Reichenbach im Kandertal,1880,NW,1,3,1,0,0
4/2/2019,GR,Arosa,0,SW,2,3,1,0,0
4/2/2019,FR,Haut-Intyamon,1815,W,1,3,1,1,1
4/2/2019,SZ,Einsiedeln,1545,NE,1,(4),2,0,0
5/2/2019,BE,Wimmis,2215,SW,1,3,1,1,1
5/2/2019,SG,Wildhaus-Alt St. Johann,1460,SE,1,(3),2,0,0
5/2/2019,VS,Isérables,2230,W,2,3,1,0,0
6/2/2019,BE,Saanen,2100,N,1,3,1,0,0
6/2/2019,VS,Orsières,0,,1,3,2,0,0
6/2/2019,GR,Trimmis,1900,NE,1,(3),1,0,0
6/2/2019,GR,Safiental,2450,E,1,3,1,0,0
6/2/2019,VS,Bagnes,2400,W,1,3,2,1,0
8/2/2019,GR,Luzein,2460,N,1,2,1,0,0
8/2/2019,VS,Bettmeralp,0,,1,2,1,0,0
8/2/2019,GL,Glarus Süd,2010,N,1,2,2,0,0
8/2/2019,GR,Davos,2745,E,1,2,1,0,0
9/2/2019,BE,Saanen,1800,,1,3,1,1,0
9/2/2019,GR,Klosters-Serneus,2740,SE,1,2,2,0,0
9/2/2019,BE,Oberried am Brienzersee,2030,N,1,2,1,0,0
9/2/2019,GR,Davos,0,,1,2,1,0,0
9/2/2019,AI,Gonten,0,,2,2,1,0,0
12/2/2019,BE,Grindelwald,2230,SE,2,3,1,1,0
12/2/2019,SG,Wildhaus-Alt St. Johann,2150,NE,2,3,1,0,0
12/2/2019,GR,Trimmis,1850,NE,1,3,1,0,0
